Iteration	Fold	Weighted accuracy	Unweighted accuracy
0	0	0.8544152744630071	0.8526315789473684
0	1	0.7534693877551021	0.8677248677248677
0	2	0.8687727825030377	0.8526315789473684
0	3	0.8792270531400966	0.8770053475935828
0	4	0.8053763440860215	0.8571428571428571
0	5	0.8002136752136753	0.7967914438502673
0	6	0.8129722921914357	0.8594594594594595
0	7	0.8455730954015099	0.8457446808510638
0	8	0.8587819947043248	0.8186813186813187
0	9	0.8285181733457595	0.8773006134969326
1	0	0.8133198789101918	0.8631578947368421
1	1	0.5503062117235346	0.8415300546448088
1	2	0.6816479400749064	0.8412698412698413
1	3	0.8536009445100354	0.8783068783068783
1	4	0.9698097601323408	0.8279569892473119
1	5	0.9121338912133892	0.8674033149171271
1	6	0.895959595959596	0.8776595744680851
1	7	0.7992307692307692	0.8457446808510638
1	8	0.9417535254445125	0.88268156424581
1	9	0.7948571428571428	0.7941176470588235
2	0	0.8764940239043825	0.8804347826086957
2	1	0.8597464342313788	0.9021739130434783
2	2	0.8072502210433244	0.8670212765957447
2	3	0.8960205391527599	0.8722222222222222
2	4	0.7321772639691715	0.8148148148148148
2	5	0.7382230172927847	0.824468085106383
2	6	0.7709844559585493	0.8031914893617021
2	7	0.8609904430929627	0.8609625668449198
2	8	0.892136681762042	0.851063829787234
2	9	0.8828193832599119	0.8682634730538922
3	0	0.6524633821571239	0.7967914438502673
3	1	0.74079874706343	0.8518518518518519
3	2	0.7918340026773761	0.8473684210526315
3	3	0.8994668697638994	0.8157894736842105
3	4	0.9171597633136095	0.8626373626373627
3	5	0.8351012536162006	0.824468085106383
3	6	0.9222520107238605	0.8972972972972973
3	7	0.8753229974160207	0.8877005347593583
3	8	0.9507972665148063	0.8693181818181818
3	9	0.675764192139738	0.9230769230769231
4	0	0.7429305912596401	0.8421052631578947
4	1	0.8418657565415245	0.8578947368421053
4	2	0.9309727471653073	0.8148148148148148
4	3	0.8830823737821081	0.8716577540106952
4	4	0.8858603066439523	0.8571428571428571
4	5	0.8701570680628272	0.8829787234042553
4	6	0.8640533778148457	0.8370786516853933
4	7	0.8410094637223975	0.8670212765957447
4	8	0.5659630606860159	0.8666666666666667
4	9	0.855072463768116	0.8780487804878049

tokseq	label	cv_label	cv_count	corpus_count	cv_predicted[0]	cv_predicted[1]
('CGRP-expressing',)	molecular signaling	None	0	0	0	0
('molecular',)	None	None	0	1	0	0
('melanin-concentrating',)	None	None	0	0	0	0
('rostral',)	None	None	0	0	0	0
('ganglia',)	None	None	0	1	0	0
('EC',)	None	None	0	3	0	0
('post-arteriole',)	anatomical	None	0	0	0	0
('Cap-Venous',)	anatomical	None	0	0	0	0
('pre-venule',)	anatomical	None	0	0	0	0
('lr-NK',)	role	None	0	0	0	0
('liver-specific',)	None	None	0	0	0	0
('he-NK',)	role	None	0	0	0	0
('liver-resident',)	None	None	0	0	0	0
('subserosal',)	anatomical	None	0	0	0	0
('crypt-bottom',)	None	None	0	0	0	0
('crypt-top',)	None	None	0	0	0	0
('pre-theca',)	None	None	0	0	0	0
('follicle-associated',)	None	None	0	0	0	0
('interna',)	None	None	0	0	0	0
('externa',)	anatomical	None	0	0	0	0
('non-ciliated',)	None	None	0	0	0	0
('granzyme',)	role	None	0	0	0	0
('K-associated',)	None	None	0	0	0	0
('granzyme', 'K+')	molecular signature	None	0	0	0	0
('tissue-enriched',)	None	None	0	0	0	0
('GzmK',)	None	None	0	0	0	0
('2x',)	None	None	0	0	0	0
('IIx',)	None	None	0	0	0	0
('subpleural',)	anatomical	None	0	0	0	0
('odd',)	None	None	0	0	0	0
('skip',)	None	None	0	0	0	0
('related1-lineage',)	None	None	0	1	0	0
('odd', 'skip')	None	None	0	1	0	0
('skip', 'related1-lineage')	None	None	0	0	0	0
('odd', 'skip', 'related1-lineage')	None	None	0	0	0	0
('atypical',)	variant	variant	5	7	5	0
('neoplasia',)	disease	disease	5	1	5	0
('Androgen/androgen',)	None	None	0	1	0	0
('transgene+',)	None	None	0	1	0	0
('tumor',)	disease	disease	5	62	5	0
('hormone-producing',)	None	None	0	2	0	0
('CCR4+CXCR3',)	molecular signature	molecular signature	5	1	5	0
(' ',)	None	None	0	1	0	0
('CXCR3',)	molecular signature	None	0	0	0	0
('CXCR3', '+')	molecular signature	molecular signature	5	1	5	0
('Tc2-like',)	None	None	0	1	0	0
('CD45RA+CD8',)	molecular signature	None	0	0	0	0
('CD45RA+CD8', '+')	molecular signature	molecular signature	5	1	5	0
('vesicular',)	appearance	appearance	5	3	5	0
('glutamate',)	molecular signaling	molecular signaling	5	3	5	0
('transporter',)	role	role	5	3	5	0
('VGluT3',)	None	None	0	1	0	0
('alpha-motoneurons',)	None	None	0	1	0	0
('gigantopyramidal',)	appearance	appearance	5	1	5	0
('eyecup',)	None	None	0	1	0	0
('killer/T',)	role	role	5	1	5	0
('cancer',)	disease	disease	5	43	5	0
('osteoblastic',)	lineage	lineage	5	5	5	0
('adenocarcinoma',)	disease	disease	5	8	5	0
('T+',)	None	None	0	1	0	0
('RM',)	None	None	0	1	0	0
('T+', 'RM')	None	None	0	0	0	0
('urine-derived',)	anatomical	lineage	4	1	1	4
('Urine-Derived',)	None	None	0	1	0	0
('ALDH+',)	molecular signature	molecular signature	5	1	5	0
('Stem-Like',)	None	None	0	1	0	0
('stem/stromal',)	lineage	lineage	5	15	5	0
('clonal',)	None	None	0	1	0	0
('pedunculopontine',)	None	None	0	1	0	0
('fast-spiking',)	role	molecular signaling	5	4	0	5
('tumor-infiltrating',)	disease	disease	5	15	5	0
('CCR6+CD161',)	molecular signature	None	0	0	0	0
('CCR6+CD161', '+')	molecular signature	None	0	0	0	0
('CCR6+CD161', '+', 'Th17')	molecular signature	molecular signature	5	1	5	0
('CD103+CD39',)	molecular signature	None	0	0	0	0
('CD103+CD39', '+')	molecular signature	molecular signature	5	1	5	0
('program',)	None	None	0	7	0	0
('death',)	state	state	5	7	5	0
('1+TIGIT+',)	molecular signature	None	0	0	0	0
('protein', '1+TIGIT+')	molecular signature	molecular signature	5	1	5	0
('exhausted', 'program')	None	None	0	0	0	0
('1+TIGIT+', 'phenotype')	molecular signature	None	0	0	0	0
('protein', '1+TIGIT+', 'phenotype')	molecular signature	molecular signature	5	1	5	0
('foregut',)	anatomical	anatomical	5	1	5	0
('turbinate',)	appearance	appearance	5	2	5	0
('Lymph',)	None	None	0	9	0	0
('MESP1',)	molecular signature	None	0	0	0	0
('MESP1', '+')	molecular signature	molecular signature	5	1	5	0
('Bone-marrow-derived',)	None	None	0	3	0	0
('myelomonocytic',)	lineage	lineage	5	2	5	0
('alternative',)	None	None	0	3	0	0
('activation',)	None	None	0	1	0	0
('neuroprotective',)	role	role	5	2	5	0
('AT2',)	None	None	0	4	0	0
('brushing',)	None	None	0	1	0	0
('primordium',)	developmental	developmental	5	1	5	0
('LGR5',)	molecular signature	None	0	0	0	0
('LGR5', '+')	molecular signature	molecular signature	5	1	5	0
('MKI67', '+')	molecular signature	molecular signature	5	1	5	0
('anti-inflammatory',)	None	None	0	2	0	0
('Crypt',)	None	None	0	1	0	0
('Adipose-derived',)	None	None	0	5	0	0
('corpora',)	None	None	0	1	0	0
('corpora', 'luteal')	None	None	0	0	0	0
('Th-CXCL13',)	None	None	0	3	0	0
('tumor-associated',)	disease	disease	5	11	5	0
('PD-1+CXCR5-CD4',)	molecular signature	None	0	0	0	0
('PD-1+CXCR5-CD4', '+')	molecular signature	molecular signature	5	1	5	0
('antigen-presenting',)	role	role	5	5	5	0
('mac',)	None	None	0	2	0	0
('dend',)	None	None	0	1	0	0
('periosteum-derived',)	anatomical	anatomical	5	1	5	0
('M0',)	state	state	5	5	5	0
('rho',)	None	None	0	1	0	0
('GTPases-related',)	None	None	0	1	0	0
('gene',)	None	None	0	1	0	0
('score',)	None	None	0	0	0	0
('include',)	None	None	0	1	0	0
('rho', 'GTPases-related')	None	None	0	0	0	0
('GTPases-related', 'gene')	None	None	0	0	0	0
('gene', 'score')	None	None	0	0	0	0
('score', 'group')	None	None	0	0	0	0
('rho', 'GTPases-related', 'gene')	None	None	0	0	0	0
('GTPases-related', 'gene', 'score')	None	None	0	0	0	0
('gene', 'score', 'group')	None	None	0	1	0	0
('gamma', 'delta')	molecular signature	molecular signaling	5	5	0	5
('tem',)	None	None	0	18	0	0
('myeloma',)	disease	disease	5	1	5	0
('Lymphoid/Non-Myeloid',)	None	None	0	1	0	0
('Marrow-Resident',)	None	None	0	1	0	0
('AT1',)	None	None	0	2	0	0
('HSC',)	None	None	0	1	0	0
('GMP',)	None	None	0	1	0	0
('ast',)	molecular signaling	molecular signaling	5	2	5	0
('BG',)	None	None	0	1	0	0
('bergman',)	eponym	eponym	5	2	5	0
('cge',)	None	None	0	1	0	0
('eminescence',)	None	None	0	2	0	0
('endo',)	None	None	0	5	0	0
('GP',)	None	None	0	1	0	0
('MGL',)	molecular signature	molecular signature	5	1	5	0
('MG',)	None	None	0	2	0	0
('OL',)	None	None	0	1	0	0
('purk',)	None	None	0	1	0	0
('NEUROG3-expressing',)	molecular signature	molecular signature	5	1	5	0
('non-Tuft',)	None	None	0	1	0	0
('mTECs',)	None	None	0	1	0	0
('DCs',)	None	None	0	7	0	0
('myeloid-derived',)	lineage	lineage	5	12	5	0
('Myeloid-Derived',)	None	None	0	3	0	0
('infiltrating',)	None	None	0	3	0	0
('aorta-gonad-mesonephros-hematopoietic',)	anatomical	anatomical	5	1	5	0
('perimeningeal',)	anatomical	anatomical	5	1	5	0
('lesion',)	disease	disease	5	2	5	0
('small-intestine',)	anatomical	anatomical	5	1	5	0
('deltagamma',)	None	None	0	1	0	0
('LT-hematopoietic',)	None	None	0	2	0	0
('Long-term',)	None	None	0	2	0	0
('CXCL12-abundant',)	molecular signature	molecular signaling	5	1	0	5
('crypt-base',)	None	None	0	1	0	0
('Crypt-base',)	None	None	0	1	0	0
('Transit-amplifying',)	None	None	0	1	0	0
('cholangiocarcinoma',)	disease	disease	5	2	5	0
('FCRL4+FCRL5', '+')	molecular signature	molecular signature	5	1	5	0
('CD16+CX3CR1',)	molecular signature	None	0	0	0	0
('CD16+CX3CR1', '+')	molecular signature	molecular signature	5	1	5	0
('immunosuppressive',)	role	role	5	5	5	0
('Treg_SELL',)	molecular signature	molecular signature	5	1	5	0
('CD8+T',)	molecular signature	molecular signature	5	5	5	0
('Tissue-resident',)	None	None	0	3	0	0
('CCL3', '+')	molecular signature	molecular signature	5	2	5	0
('SPP1',)	molecular signature	None	0	0	0	0
('SPP1', '+')	molecular signature	molecular signature	5	2	5	0
('blood-derived',)	None	None	0	4	0	0
('nIPCs',)	None	None	0	1	0	0
('gIPCs',)	None	None	0	1	0	0
('tac',)	None	None	0	1	0	0
('CRNs',)	None	None	0	1	0	0
('L4/5a',)	None	None	0	1	0	0
('CPNs',)	None	None	0	1	0	0
('L4/5a', 'CPNs')	None	None	0	0	0	0
('AC',)	None	None	0	2	0	0
('MSNs',)	None	None	0	7	0	0
('opc',)	None	None	0	5	0	0
('gila',)	None	None	0	1	0	0
('ExN',)	None	None	0	1	0	0
('ExM',)	None	None	0	1	0	0
('Upper-layer',)	None	None	0	0	0	0
('enriched',)	None	None	0	2	0	0
('Upper-layer', 'enriched')	None	None	0	1	0	0
('ExM-U',)	None	None	0	1	0	0
('deep',)	None	None	0	4	0	0
('metaphase',)	None	None	0	3	0	0
('metaphase', 'I')	None	None	0	0	0	0
('XX',)	None	None	0	2	0	0
('XY',)	None	None	0	1	0	0
('beam',)	None	None	0	2	0	0
('schlemm',)	eponym	eponym	5	1	5	0
('tumour-associated',)	disease	disease	5	2	5	0
('Tumour-associated',)	disease	disease	5	3	5	0
('Tissue-Derived',)	None	None	0	1	0	0
('crown',)	appearance	appearance	5	2	5	0
('Gamma-delta',)	None	None	0	1	0	0
('parvalbumin',)	molecular signature	molecular signaling	5	6	0	5
('-expressing',)	None	None	0	1	0	0
('cerebrum',)	anatomical	anatomical	5	1	5	0
('crest-derived',)	lineage	lineage	5	3	5	0
('contiguous',)	None	None	0	1	0	0
('keratocan-negative',)	molecular signature	molecular signature	5	1	5	0
('marrow-derived',)	lineage	lineage	5	21	5	0
('alpha-smooth',)	None	None	0	1	0	0
('-positive',)	molecular signature	None	0	0	0	0
('actin', '-positive')	molecular signature	appearance	5	1	0	5
('Myeloid-derived',)	None	None	0	2	0	0
('tissue', 'resident')	state	state	5	6	5	0
('testicular',)	anatomical	anatomical	5	5	5	0
('SPG',)	None	None	0	1	0	0
('bronchoalveolar',)	anatomical	anatomical	5	1	5	0
('autoreactive',)	None	None	0	3	0	0
('pathogenic',)	None	None	0	1	0	0
('ilium-derived',)	anatomical	anatomical	5	1	5	0
('LVECt',)	None	None	0	1	0	0
('cancer-associated',)	disease	disease	5	6	5	0
('Cancer-associated',)	disease	disease	5	8	5	0
('scar-associated',)	None	None	0	1	0	0
('TM1',)	molecular signature	molecular signature	5	1	5	0
('cDC1',)	None	None	0	1	0	0
('cDC2',)	None	None	0	2	0	0
('carcinoma',)	disease	disease	5	8	5	0
('granulosa-like',)	None	None	0	1	0	0
('box',)	appearance	appearance	5	4	5	0
('supragranular',)	None	None	0	3	0	0
('supragranular', 'interneurons+')	molecular signature	molecular signature	5	1	5	0
('velate',)	None	None	0	1	0	0
('cytomegalovirus',)	None	None	0	1	0	0
('spermatogenesis',)	None	None	0	2	0	0
('OB',)	molecular signature	molecular signaling	5	1	0	5
('CD56bright',)	molecular signature	molecular signature	5	4	5	0
('age-associated',)	None	None	0	1	0	0
('dSPNs',)	None	None	0	1	0	0
('iSPNs',)	None	None	0	1	0	0
('neuron-like',)	None	None	0	1	0	0
('neuron-like', 'glomus')	None	None	0	0	0	0
('apoptotic',)	state	state	4	3	4	1
('FasL',)	None	None	0	0	0	0
('expressing',)	None	None	0	6	0	0
('FasL', 'expressing')	None	None	0	1	0	0
('Interneuron-specific',)	None	None	0	2	0	0
('SOM+',)	molecular signature	molecular signature	5	1	5	0
('PV+',)	molecular signature	molecular signature	5	4	5	0
('interneuron-specific',)	None	None	0	1	0	0
('CA1', 'interneuron-specific')	None	None	0	0	0	0
('peptide+',)	None	None	0	2	0	0
('non-Interneuron-specific', 'vasoactive')	molecular signaling	molecular signaling	5	1	5	0
('GCs',)	None	None	0	1	0	0
('Eos',)	None	None	0	1	0	0
('MCs',)	None	None	0	4	0	0
('gd', 'T')	None	None	0	0	0	0
('gammaDelta',)	None	None	0	1	0	0
('mono',)	None	None	0	4	0	0
('PC',)	None	None	0	5	0	0
('gammadeltaT',)	None	None	0	2	0	0
('Interleukin-17A+gammadelta+T',)	None	None	0	2	0	0
('-like',)	None	None	0	2	0	0
('CD4+T',)	molecular signature	molecular signature	5	5	5	0
('peri-meiotic',)	None	None	0	1	0	0
('Mesenchymal-type',)	None	None	0	2	0	0
('neuroblastoma',)	disease	disease	5	4	5	0
('adrenergic-type',)	molecular signaling	molecular signaling	5	1	5	0
('KRT5',)	molecular signature	None	0	0	0	0
('KRT5', '+')	molecular signature	molecular signature	5	1	5	0
('acetylate',)	None	None	0	1	0	0
('alpha-tubulin+',)	molecular signature	molecular signature	5	1	5	0
('SCGB1A1', '+')	molecular signature	molecular signature	5	1	5	0
('SOX9',)	molecular signature	None	0	0	0	0
('SOX9', '+')	molecular signature	molecular signature	5	2	5	0
('alpha-SMA+',)	molecular signature	molecular signature	5	1	5	0
('CDH1-Ki67', '+')	molecular signature	molecular signature	5	1	5	0
('cytokeratin-positive',)	molecular signature	molecular signature	5	1	5	0
('proacinar',)	None	None	0	1	0	0
('MSC',)	None	None	0	3	0	0
('nhek',)	None	None	0	1	0	0
('BST-1hi',)	molecular signature	molecular signaling	5	1	0	5
('BST-1lo/-',)	molecular signature	molecular signature	5	1	5	0
('c-fibre',)	None	None	0	1	0	0
('substance-P',)	molecular signaling	molecular signaling	5	2	5	0
('C-fibre',)	None	None	0	1	0	0
('blue',)	None	None	0	2	0	0
('aii',)	variant	variant	5	3	5	0
('granulocytic',)	lineage	lineage	5	9	5	0
('monocytic',)	lineage	lineage	5	10	5	0
('Bone-marrow',)	None	None	0	1	0	0
('gammadeltaT-cell',)	None	None	0	1	0	0
('apc',)	None	None	0	1	0	0
('Cyt',)	None	None	0	1	0	0
('double', 'positive')	molecular signature	molecular signature	5	5	5	0
('Non-cyt',)	None	None	0	1	0	0
('Non-cytotoxic',)	None	None	0	1	0	0
('CD4+CD8',)	molecular signature	None	0	0	0	0
('CD4+CD8', '+')	molecular signature	molecular signature	5	1	5	0
('GABA+-neurons',)	molecular signaling	molecular signaling	3	1	3	2
('tyrosine',)	None	None	0	0	0	0
('hydroxylase',)	None	None	0	0	0	0
('tyrosine', 'hydroxylase')	None	None	0	1	0	0
('TH+',)	None	None	0	3	0	0
('calretinin',)	None	None	0	1	0	0
('Calr+',)	None	None	0	1	0	0
('calbindin',)	None	None	0	1	0	0
('Calb+',)	None	None	0	1	0	0
('PVA+',)	molecular signature	molecular signature	5	1	5	0
('PVA+-neurons',)	molecular signature	root	5	1	0	5
('like',)	None	None	0	2	0	0
('cytotrophoblast-like',)	None	None	0	1	0	0
('syncytiotrophoblast-like',)	None	None	0	1	0	0
('CPC',)	None	None	0	1	0	0
('LPC',)	None	None	0	1	0	0
('Tek+',)	molecular signature	molecular signature	5	3	5	0
('bone-lining',)	None	None	0	3	0	0
('Cdh5',)	molecular signature	None	0	0	0	0
('Cdh5', '+')	molecular signature	molecular signature	5	1	5	0
('endosteal', 'bone-lining')	anatomical	lineage	5	1	0	5
('metaphyseal',)	developmental	anatomical	5	1	0	5
('pdgfra',)	None	None	0	1	0	0
('mKate2',)	None	None	0	1	0	0
('dedifferentiate',)	disease	developmental	5	3	0	5
('C-MC',)	None	None	0	1	0	0
('mphi',)	None	None	0	1	0	0
('MC',)	None	None	0	4	0	0
('5/6',)	variant	variant	5	1	5	0
('cortico-cortical',)	anatomical	anatomical	5	1	5	0
('estrogen',)	molecular signaling	None	0	0	0	0
('receptor-negative',)	molecular signature	None	0	0	0	0
('estrogen', 'receptor-negative')	molecular signature	state	5	1	0	5
('Gh-expressing',)	None	None	0	1	0	0
('sickle',)	eponym	appearance	5	4	0	5
('disease',)	disease	disease	5	4	5	0
('sickling',)	None	None	0	1	0	0
('granulocyte/macrophage',)	None	None	0	1	0	0
('GMPs',)	None	None	0	1	0	0
('PD-L1+CD206',)	molecular signature	None	0	0	0	0
('PD-L1+CD206', '+')	molecular signature	molecular signature	5	1	5	0
('CCR2',)	molecular signature	None	0	0	0	0
('CCR2', '+')	molecular signature	molecular signature	5	2	5	0
('CXCR2',)	molecular signature	None	0	0	0	0
('CXCR2', '+')	molecular signature	molecular signature	5	1	5	0
('keratin', '19-high')	molecular signature	molecular signature	5	1	5	0
('margin',)	None	None	0	2	0	0
('sulcular',)	None	None	0	1	0	0
('junctional',)	None	None	0	1	0	0
('merk',)	None	None	0	1	0	0
('mela',)	None	None	0	1	0	0
('muc',)	None	None	0	1	0	0
('infiltrate',)	anatomical	disease	5	9	0	5
('Cx3cr1',)	molecular signature	None	0	0	0	0
('Cx3cr1', '+')	molecular signature	molecular signature	5	1	5	0
('Timd4', '+')	molecular signature	molecular signature	5	2	5	0
('TIM4+CX3CR1-',)	molecular signature	molecular signature	5	1	5	0
('RGCs',)	None	None	0	1	0	0
('intrinsically',)	None	None	0	1	0	0
('photosensitive',)	stimulus	stimulus	5	1	5	0
('fibro',)	None	None	0	2	0	0
('macro',)	None	None	0	3	0	0
('mucosal-associated',)	None	None	0	3	0	0
('MNP',)	None	None	0	1	0	0
('/T',)	None	None	0	1	0	0
('mait',)	None	None	0	3	0	0
('EC3',)	None	None	0	1	0	0
('EC4',)	None	None	0	1	0	0
('EC5',)	None	None	0	1	0	0
('chemosensory',)	role	role	5	3	5	0
('Tuft-2',)	None	None	0	1	0	0
('fertilize',)	developmental	role	5	2	0	5
('FOXP3low',)	molecular signature	molecular signature	5	1	5	0
('gammadelta-T',)	None	None	0	1	0	0
('Mo',)	None	None	0	2	0	0
('eff',)	None	None	0	1	0	0
('em',)	None	None	0	1	0	0
('mem',)	None	None	0	1	0	0
('cm',)	None	None	0	1	0	0
('nv',)	None	None	0	1	0	0
('pro-inflammatory',)	role	role	5	6	5	0
('selectively',)	None	None	0	1	0	0
('TCM',)	None	None	0	6	0	0
('teff',)	None	None	0	6	0	0
('nature', 'killer')	role	role	5	3	5	0
('marrow-Mesenchymal',)	lineage	lineage	5	1	5	0
('CD4+CCR6+CD45RO+',)	molecular signature	None	0	0	0	0
('CD4+CCR6+CD45RO+', 'T')	molecular signature	molecular signature	5	1	5	0
('rheumatoid',)	None	None	0	1	0	0
('arthritis-synovial',)	None	None	0	1	0	0
('rheumatoid', 'arthritis-synovial')	None	None	0	0	0	0
('generation',)	developmental	developmental	5	1	5	0
('TH-cells',)	None	None	0	1	0	0
('Plaque-associated',)	None	None	0	1	0	0
('PCM',)	None	None	0	1	0	0
('murine-muscle',)	None	None	0	2	0	0
('adipocytic',)	lineage	lineage	5	3	5	0
('colorectal',)	anatomical	anatomical	5	4	5	0
('PCG',)	None	None	0	1	0	0
('pre-Primordial',)	None	None	0	1	0	0
('spermatogenic',)	role	developmental	5	3	0	5
('tTreg',)	None	None	0	5	0	0
('CD4+CD25', '+')	molecular signature	molecular signature	5	1	5	0
('CD45+CD25-',)	molecular signature	molecular signature	5	1	5	0
('STreg',)	None	None	0	1	0	0
('stem/progenitor',)	None	None	0	7	0	0
('extra-embryonic',)	lineage	lineage	5	3	5	0
('eXtraEmbryoNic',)	lineage	developmental	5	1	0	5
('xen',)	molecular signature	appearance	4	4	0	5
('gustatory',)	None	None	0	1	0	0
('geniculate',)	appearance	appearance	5	1	5	0
('Hair-Follicle-Associated',)	None	None	0	1	0	0
('extrahypothalamic',)	anatomical	anatomical	5	1	5	0
('CD163+Tim4',)	molecular signature	None	0	0	0	0
('CD163+Tim4', '+')	molecular signature	molecular signature	5	1	5	0
('+', 'subset')	molecular signature	None	0	0	0	0
('CD163+Tim4', '+', 'subset')	molecular signature	molecular signature	5	1	5	0
('tumour',)	disease	disease	5	7	5	0
('Pro-B',)	None	None	0	3	0	0
('ent',)	anatomical	anatomical	5	2	5	0
('mucus-secreting',)	None	None	0	1	0	0
('isc',)	None	None	0	3	0	0
('cells/fibroblastic',)	None	None	0	1	0	0
('oriens-lacunosum-moleculare',)	None	None	0	1	0	0
('hippocampo-septal',)	anatomical	anatomical	5	1	5	0
('eminence-derived',)	anatomical	anatomical	5	1	5	0
('cell-like',)	None	None	0	9	0	0
('NSCs',)	None	None	0	1	0	0
('acute',)	None	None	0	2	0	0
('lymphoblastic',)	disease	disease	5	2	5	0
('leukemia',)	disease	disease	5	9	5	0
('T-acute',)	None	None	0	1	0	0
('T-lymphoblasts',)	None	None	0	1	0	0
('cancerous',)	disease	disease	5	1	5	0
('exhaust',)	state	state	5	6	5	0
('tam',)	None	None	0	3	0	0
('Arg1', '+')	molecular signature	molecular signature	5	2	5	0
('bregs',)	None	None	0	1	0	0
('basophil-mast',)	None	None	0	1	0	0
('mec',)	None	None	0	2	0	0
('hepatocytic',)	lineage	lineage	5	1	5	0
('Axin2',)	molecular signature	None	0	0	0	0
('Lgr5',)	molecular signature	None	0	0	0	0
('glutamine',)	None	None	0	1	0	0
('synthase',)	None	None	0	1	0	0
('Axin2', '+')	molecular signature	molecular signature	5	1	5	0
('Lgr5', '+')	molecular signature	molecular signature	5	3	5	0
('glutamine', 'synthase')	None	None	0	0	0	0
('midlobular',)	None	None	0	1	0	0
('neutrophil/white',)	None	None	0	1	0	0
('Th1-like',)	None	None	0	1	0	0
('epithelia',)	lineage	lineage	5	2	5	0
('iNOS+',)	molecular signature	molecular signature	5	2	5	0
('total',)	None	None	0	1	0	0
('CD68', '+')	molecular signature	molecular signature	5	7	5	0
('activated/degranulated',)	None	None	0	1	0	0
('peri-popliteal',)	anatomical	anatomical	5	1	5	0
('intra-popliteal',)	anatomical	anatomical	5	1	5	0
('"',)	None	None	0	19	0	0
('Gamma-Delta',)	None	None	0	1	0	0
('Mucosal-associated',)	None	None	0	2	0	0
('Non-classical',)	variant	variant	5	2	5	0
('ILC2s',)	molecular signature	molecular signature	5	6	5	0
('CD38+CD56+CD161',)	molecular signature	None	0	0	0	0
('CD38+CD56+CD161', '+')	molecular signature	molecular signature	5	1	5	0
('CD36',)	molecular signature	molecular signature	4	1	4	1
('MoMFs',)	None	None	0	1	0	0
('kuppfer',)	eponym	eponym	5	1	5	0
('sec',)	None	None	0	1	0	0
('CD56',)	None	None	0	1	0	0
('olivocochlear',)	anatomical	anatomical	5	4	5	0
('facial',)	anatomical	anatomical	5	1	5	0
('branchial',)	anatomical	anatomical	5	1	5	0
('parvalbumin+fast-spiking',)	molecular signature	molecular signature	5	2	5	0
('medium-sized',)	appearance	appearance	4	3	4	1
('type1',)	variant	variant	5	1	5	0
('type2',)	variant	variant	5	1	5	0
('Tumor-associated',)	disease	disease	5	5	5	0
('Zscan4c::mCherry-+',)	molecular signature	molecular signature	5	1	5	0
('Tn',)	None	None	0	4	0	0
('suppressive',)	role	role	5	2	5	0
('natural-killer',)	role	role	5	4	5	0
('mphis',)	None	None	0	2	0	0
('F4/80+Ly6Clow',)	molecular signature	molecular signature	5	1	5	0
('F4/80+/Ly6Chigh',)	molecular signature	molecular signature	5	1	5	0
('/dendritic',)	None	None	0	1	0	0
('LClike',)	None	None	0	1	0	0
('TMSCs',)	None	None	0	1	0	0
('T2B',)	None	None	0	1	0	0
('T1B',)	None	None	0	1	0	0
('B1B',)	None	None	0	1	0	0
('osteoarthritis',)	disease	disease	5	1	5	0
('cell-derived',)	None	None	0	2	0	0
('cell-derived', 'lens')	None	None	0	0	0	0
('Lin-Sca-1', '+')	molecular signature	None	0	0	0	0
('c-Kit', '+')	molecular signature	None	0	0	0	0
('+', 'c-Kit', '+')	molecular signature	molecular signature	5	1	5	0
('long-term',)	None	None	0	5	0	0
('HSCST',)	None	None	0	3	0	0
('long-term', 'HSCST')	None	None	0	0	0	0
('HSCLT',)	None	None	0	1	0	0
('short-term',)	None	None	0	3	0	0
('short-term', 'HSCST')	None	None	0	0	0	0
('MPP2',)	None	None	0	1	0	0
('MPP3',)	None	None	0	1	0	0
('MPP4',)	None	None	0	1	0	0
('memory-activated',)	None	None	0	1	0	0
('IL1B',)	molecular signaling	molecular signaling	5	1	5	0
('CD3-expressing',)	molecular signature	molecular signature	5	1	5	0
('CD79-expressing',)	molecular signature	molecular signature	5	1	5	0
('CD90-negative',)	molecular signature	molecular signature	5	1	5	0
('CD127',)	molecular signature	None	0	0	0	0
('CD127', '+')	molecular signature	molecular signature	5	2	5	0
('BC',)	None	None	0	5	0	0
('prehypertrophic/hypertrophic',)	None	None	0	1	0	0
('nRBCs',)	None	None	0	1	0	0
('cRBCPlasma',)	None	None	0	1	0	0
('cRBCHPL',)	None	None	0	1	0	0
('Megakaryocyte/Erythrocyte',)	None	None	0	1	0	0
('/Dendritic',)	None	None	0	7	0	0
('MDPs',)	None	None	0	2	0	0
('Granulocyte/Monocyte',)	None	None	0	1	0	0
('Lymphoid-primed',)	None	None	0	1	0	0
('MultiPotent',)	None	None	0	1	0	0
('Lymphoid-primed', 'MultiPotent')	None	None	0	0	0	0
('Lymphoid-Primed',)	None	None	0	1	0	0
('CLPs',)	None	None	0	1	0	0
('Flt3L+CD115lo',)	molecular signature	None	0	0	0	0
('Flt3L+CD115lo', 'CMPs')	molecular signature	molecular signature	5	1	5	0
('Flt3-CD115-',)	molecular signature	None	0	0	0	0
('Flt3-CD115-', 'CMPs')	molecular signature	molecular signature	5	1	5	0
('IRF8/SATB1',)	molecular signaling	molecular signaling	5	1	5	0
('pDCPs',)	None	None	0	1	0	0
